id,category,created_at,image_url,og_file_name,attributes
4311c4b7-ab02-4a76-b8d2-dd4dbb22d026,ted-talk,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/ted_talk_shirts/0b623ad8-89c4-4507-a2dc-e578041cdca0.2a2d03c0ea3c88bf6397eca3746247a5.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWRfdGFsa19zaGlydHMvMGI2MjNhZDgtODljNC00NTA3LWEyZGMtZTU3ODA0MWNkY2EwLjJhMmQwM2MwZWEzYzg4YmY2Mzk3ZWNhMzc0NjI0N2E1LndlYnAiLCJpYXQiOjE3Njg3MDU2NTQsImV4cCI6MzMzMDQ3MDU2NTR9.PIM5w0trpNdvvrrJSF9Bad67YF7A31kpCrsCWwEptMg,0b623ad8-89c4-4507-a2dc-e578041cdca0.2a2d03c0ea3c88bf6397eca3746247a5.webp,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""smart-casual"", ""color"": ""white"", ""fit"": ""regular"", ""description"": ""Classic white button-down suitable for smart casual settings.""}"
91b1edbd-f99d-4b8b-96a4-d11aa3ef820a,ted-talk,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/ted_talk_shirts/17085997_56.avif?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWRfdGFsa19zaGlydHMvMTcwODU5OTdfNTYuYXZpZiIsImlhdCI6MTc2ODcwNTY2MSwiZXhwIjozMzMwNDcwNTY2MX0.I2F9DekM_xz6MAAVNYGfyPAeBg47TJtcx2FAtCt7Vnk,17085997_56.avif,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""smart-casual"", ""color"": ""blue"", ""fit"": ""slim"", ""description"": ""Fitted blue dress shirt with a clean professional look.""}"
1f84f101-d77c-495d-9294-03b8fe990757,ted-talk,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/ted_talk_shirts/174900s.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWRfdGFsa19zaGlydHMvMTc0OTAwcy53ZWJwIiwiaWF0IjoxNzY4NzA1NjY4LCJleHAiOjMzMzA0NzA1NjY4fQ.HzpVzt_WJS9x-RK5Gmn9t7GRW5Akxcat5ukEdTrfb6o,174900s.webp,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""casual"", ""color"": ""grey"", ""fit"": ""regular"", ""description"": ""Soft grey t-shirt, versatile for layering.""}"
1e216712-fde9-4440-8b81-1f9e538dc068,ted-talk,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/ted_talk_shirts/211444_0_44.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWRfdGFsa19zaGlydHMvMjExNDQ0XzBfNDQuanBnIiwiaWF0IjoxNzY4NzA1Njc1LCJleHAiOjMzMzA0NzA1Njc1fQ.woHTH7S-O_DAiTAnD91OGlQdQdBecZrCwgA-m84EZsg,211444_0_44.jpg,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-casual"", ""color"": ""light blue"", ""fit"": ""regular"", ""description"": ""Crisp light blue oxford shirt.""}"
8200348e-cf23-4196-bfb3-624d986a8e39,ted-talk,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/ted_talk_shirts/71TzO54OQTL._AC_UY350_.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWRfdGFsa19zaGlydHMvNzFUek81NE9RVEwuX0FDX1VZMzUwXy5qcGciLCJpYXQiOjE3Njg3MDU2ODEsImV4cCI6MzMzMDQ3MDU2ODF9.-53SV8LEtBb9JCGnU5oR-QERUUkeeLlzW_QVjw16ffM,71TzO54OQTL._AC_UY350_.jpg,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""smart-casual"", ""color"": ""white"", ""fit"": ""regular"", ""description"": ""Womens white blouse with a professional cut.""}"
252d8c87-f4e1-4b12-9331-809fa04e66fc,ted-talk,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/ted_talk_shirts/71ZinHqhPsL._AC_UY1000_.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWRfdGFsa19zaGlydHMvNzFaaW5IcWhQc0wuX0FDX1VZMTAwMF8uanBnIiwiaWF0IjoxNzY4NzA1Njg4LCJleHAiOjMzMzA0NzA1Njg4fQ.vr6Q4MeiqoTt9XCWy8TH13iTsFvEVHUbqQ5BMFCsiY0,71ZinHqhPsL._AC_UY1000_.jpg,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""casual"", ""color"": ""beige"", ""fit"": ""relaxed"", ""description"": ""Relaxed fit beige top, neutral tone.""}"
d5476bea-ed4d-49c7-99d9-a2af2161d651,ted-talk,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/ted_talk_shirts/f1a910ae-e97d-4412-817f-7ae46833ef30.ceefd9d4e9c5f1dd05f46d348c024c7f.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWRfdGFsa19zaGlydHMvZjFhOTEwYWUtZTk3ZC00NDEyLTgxN2YtN2FlNDY4MzNlZjMwLmNlZWZkOWQ0ZTljNWYxZGQwNWY0NmQzNDhjMDI0YzdmLndlYnAiLCJpYXQiOjE3Njg3MDU2OTUsImV4cCI6MzMzMDQ3MDU2OTV9.N2WsR8-Ghr2SIXjtbNJlqIyPRYQyIJNBu24E0xLLmo8,f1a910ae-e97d-4412-817f-7ae46833ef30.ceefd9d4e9c5f1dd05f46d348c024c7f.webp,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""formal"", ""color"": ""white"", ""fit"": ""slim"", ""description"": ""Formal white dress shirt for suits.""}"
f0c40454-a212-446f-b5e7-f358eee1bea4,ted-talk,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/ted_talk_shirts/Green-Floral-Dress-Nordstrom-6.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWRfdGFsa19zaGlydHMvR3JlZW4tRmxvcmFsLURyZXNzLU5vcmRzdHJvbS02LmpwZyIsImlhdCI6MTc2ODcwNTcwMSwiZXhwIjozMzMwNDcwNTcwMX0.-KfFHCtNNrO-CSwq6O7sEV_zvgjaPMkwhGb6U1VGrg8,Green-Floral-Dress-Nordstrom-6.jpg,"{""type"": ""dress"", ""gender_target"": ""female"", ""style"": ""casual"", ""color"": ""green"", ""pattern"": ""floral"", ""description"": ""Green floral dress with a summery vibe.""}"
fd073c5d-8052-49f7-bcf2-2bfc6d8ba395,ted-talk,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/ted_talk_shirts/images.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWRfdGFsa19zaGlydHMvaW1hZ2VzLmpwZyIsImlhdCI6MTc2ODcwNTcwNywiZXhwIjozMzMwNDcwNTcwN30.Vssvc4NYt_u6_d-T4mzKlEm0zodemF0k91HAdHGTQGI,images.jpg,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""casual"", ""color"": ""navy"", ""fit"": ""regular"", ""description"": ""Navy polo shirt, classic casual wear.""}"
854df09f-e664-4ce6-be29-b8052a783842,ted-talk,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/ted_talk_shirts/KIN_K3_Dress_Shirt_White_A.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWRfdGFsa19zaGlydHMvS0lOX0szX0RyZXNzX1NoaXJ0X1doaXRlX0Eud2VicCIsImlhdCI6MTc2ODcwNTcxNCwiZXhwIjozMzMwNDcwNTcxNH0.O9VtYmGgOyjAV_dCO8NFCYap1lJ-CYBcniasY8LwDfY,KIN_K3_Dress_Shirt_White_A.webp,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""formal"", ""color"": ""white"", ""fit"": ""regular"", ""description"": ""Clean white button-up dress shirt.""}"
5c2392c7-acca-4996-a4ed-c2edac930bf0,ted-talk,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/ted_talk_shirts/men_s_classic_dress_shirt.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWRfdGFsa19zaGlydHMvbWVuX3NfY2xhc3NpY19kcmVzc19zaGlydC53ZWJwIiwiaWF0IjoxNzY4NzA1NzIxLCJleHAiOjMzMzA0NzA1NzIxfQ.LlYGllVeYdq7TehnxlxXJK7CM9EkpXr0StzmJ3DhqwM,men_s_classic_dress_shirt.webp,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""formal"", ""color"": ""blue"", ""fit"": ""classic"", ""description"": ""Classic blue dress shirt.""}"
38f08a27-9f93-4226-9cac-fdaf3c40ee50,ted-talk,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/ted_talk_shirts/shirts-mob-1.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWRfdGFsa19zaGlydHMvc2hpcnRzLW1vYi0xLmpwZyIsImlhdCI6MTc2ODcwNTcyNiwiZXhwIjozMzMwNDcwNTcyNn0.Jaglpi0Uao_9BbGHZktMeAnRwQXFfB92n7JvqwH2nIw,shirts-mob-1.jpg,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""casual"", ""color"": ""multi"", ""pattern"": ""plaid"", ""description"": ""Casual plaid button-down shirt.""}"
803f819f-82af-4a1d-bf89-a3de9d843f92,techwear,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/techwear_shirts/7f42ee64fe186aec99b96d2c4c59cdbb.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWNod2Vhcl9zaGlydHMvN2Y0MmVlNjRmZTE4NmFlYzk5Yjk2ZDJjNGM1OWNkYmIuanBnIiwiaWF0IjoxNzY4NzA1OTk4LCJleHAiOjMzMzA0NzA1OTk4fQ.kUXLZTOmzDVI-1LKBZwLjLprUweMj5nz9RiynKorP8M,7f42ee64fe186aec99b96d2c4c59cdbb.jpg,"{""type"": ""jacket"", ""gender_target"": ""unisex"", ""style"": ""techwear"", ""color"": ""black"", ""fit"": ""oversized"", ""description"": ""Black techwear windbreaker with utility pockets.""}"
9edfff95-3e5d-41d2-baf7-7edc12023bf6,techwear,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/techwear_shirts/Hb3a908227fcf4577a858b9878ceb1851U.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWNod2Vhcl9zaGlydHMvSGIzYTkwODIyN2ZjZjQ1NzdhODU4Yjk4NzhjZWIxODUxVS53ZWJwIiwiaWF0IjoxNzY4NzA2MDA1LCJleHAiOjMzMzA0NzA2MDA1fQ.XRC80AB0LJFiNIn7Se2hUpPp5g22hBOnAwTBeUpP-LA,Hb3a908227fcf4577a858b9878ceb1851U.webp,"{""type"": ""shirt"", ""gender_target"": ""unisex"", ""style"": ""techwear"", ""color"": ""grey"", ""fit"": ""regular"", ""description"": ""Grey tactical shirt with functional design.""}"
ea39736b-26eb-4c25-b64f-d56d91295cdf,techwear,2026-01-18T06:15:12.061021+00:00,https://mmhrgscgfycuzykqyxvh.supabase.co/storage/v1/object/sign/techwear_shirts/s-l1200.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV80ZTIwNzU3ZS1lZjRiLTQ1YzUtYTgxMy1kOGM5MmRmOTlkMWIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ0ZWNod2Vhcl9zaGlydHMvcy1sMTIwMC5qcGciLCJpYXQiOjE3Njg3MDYwMTQsImV4cCI6MzMzMDQ3MDYwMTR9.MOa1gXedoIGchJOXZ010vawkO6fRnqmLT-Hu1HujfXo,s-l1200.jpg,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""techwear"", ""color"": ""black"", ""fit"": ""slim"", ""description"": ""Black compression long sleeve.""}"
